LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BedroomAbvGr,GarageCars,PoolArea,SalePrice,Artery
9760,6,6,58,58,3,3,4,2,0,167900,0
3964,6,4,49,49,3,3,5,2,0,151400,0
9600,5,7,73,19,3,3,2,2,0,135000,0
10152,5,5,66,66,3,3,3,1,0,135000,0
11700,6,6,54,54,3,3,4,2,0,154000,0
7585,5,3,74,72,3,3,4,1,0,91500,1
7950,6,6,45,45,3,3,3,2,0,159500,0
8556,7,5,16,16,4,3,2,3,0,194000,0
13125,7,6,82,38,3,3,3,1,0,219500,0
10800,5,8,86,33,3,3,3,2,0,170000,0
15870,5,5,53,53,3,3,3,1,0,138800,0
4435,6,5,18,18,4,3,1,2,0,155900,0
8775,5,5,28,28,3,3,3,1,0,126000,0
11040,6,7,51,18,4,4,3,2,0,145000,0
7500,5,5,59,59,3,3,3,1,0,133000,0
8749,7,5,20,20,4,3,3,2,0,192000,0
8800,6,6,58,58,3,3,3,1,0,160000,0
13031,6,5,27,26,3,3,3,2,0,187500,0
9069,6,6,30,30,3,3,2,2,0,147000,0
1974,4,5,49,49,3,3,3,1,0,83500,0
10574,8,5,17,16,4,3,3,3,0,252000,0
2522,7,5,18,18,4,3,3,2,0,137500,0
3316,8,5,17,17,4,3,1,2,0,197000,0
8544,3,4,72,72,3,3,2,2,0,92900,0
2160,7,5,23,22,4,3,2,2,0,160000,0
8400,6,5,97,72,3,3,4,2,0,136500,0
9230,5,8,57,24,3,3,1,2,0,146000,0
5868,5,7,66,22,3,3,2,1,0,129000,0
9317,6,5,16,16,4,3,3,2,0,176432,0
6882,6,7,108,16,3,3,3,0,0,127000,0
3696,8,5,36,36,4,3,2,2,0,170000,0
6000,4,6,86,72,3,3,3,1,0,128000,0
11880,7,5,44,44,3,3,3,2,0,157000,0
8400,2,5,102,72,3,3,1,1,0,60000,0
9758,5,5,51,51,3,3,3,1,0,119500,0
7000,5,7,62,20,3,3,2,1,0,135000,0
8910,6,6,63,63,3,3,3,2,0,159500,0
2016,5,5,52,52,3,3,3,2,0,106000,0
12256,8,5,28,27,4,3,3,2,0,325000,0
10357,7,5,32,31,4,3,3,2,0,179900,0
23257,7,5,16,16,4,3,3,2,0,274725,0
8063,6,5,22,22,3,3,3,2,0,181000,0
11362,8,5,18,17,4,3,3,3,0,280000,0
8000,6,5,27,26,3,3,3,2,0,188000,0
10480,7,6,46,46,3,3,4,2,0,205000,0
7100,5,7,65,65,3,3,2,1,0,129900,0
8923,5,7,69,16,3,3,2,1,0,134500,0
5400,5,7,68,22,3,4,2,1,0,117000,0
12085,8,5,15,15,4,3,3,3,0,318000,0
7750,8,5,20,20,4,3,3,2,0,184100,0
9764,5,7,55,19,3,3,3,2,0,130000,0
13825,5,6,64,35,3,4,3,1,0,140000,0
7560,5,5,63,63,3,3,3,1,0,133700,0
8263,6,5,102,72,3,3,2,1,0,118400,0
10084,7,5,17,16,4,3,3,3,0,212900,0
8926,4,3,66,66,3,3,3,1,0,112000,0
9405,5,9,75,14,3,5,2,0,0,118000,0
9125,7,5,30,30,3,3,3,2,0,163900,0
10434,4,5,67,67,3,3,2,2,0,115000,0
3684,7,5,15,15,4,3,2,3,0,174000,0
14572,7,5,18,18,4,3,3,3,0,259000,0
11796,7,5,18,17,4,3,4,2,0,215000,0
7200,5,5,42,42,3,3,2,2,0,140000,0
7804,4,3,94,72,3,3,4,2,0,135000,0
10712,5,5,31,30,3,3,3,0,0,93500,0
9900,6,4,142,72,3,3,5,1,0,117500,0
9828,8,5,27,27,4,3,3,2,0,239500,0
8773,6,5,25,25,3,3,3,2,0,169000,0
6180,6,5,96,72,3,3,2,1,0,102000,0
9600,6,5,72,72,3,3,3,1,0,119000,0
6342,5,8,147,26,3,4,2,0,0,94000,0
9819,6,5,45,45,3,3,2,2,0,196000,0
8731,5,5,102,72,3,2,3,2,0,144000,0
7350,5,7,71,71,3,3,2,2,0,139000,0
10304,5,7,46,46,3,4,4,2,0,197500,0
9965,8,5,16,15,4,3,4,3,0,424870,0
9000,5,3,63,63,3,3,3,0,0,80000,0
12180,4,4,81,72,3,2,2,1,0,80000,0
6240,5,6,94,72,3,3,3,1,0,149000,0
11200,6,5,37,37,4,3,3,2,0,180000,0
12000,7,7,81,72,3,3,3,1,0,174500,0
5700,7,7,96,72,3,3,2,1,0,116900,0
9000,7,9,102,34,3,4,3,2,0,143000,1
8280,6,5,72,72,3,3,2,1,0,124000,0
17755,5,4,63,63,3,3,3,2,0,149900,0
14115,6,7,66,18,3,3,2,2,0,230000,0
5890,6,8,92,15,4,4,2,1,0,120500,0
13700,7,6,57,34,3,3,4,2,0,201800,0
10768,5,8,46,18,4,4,3,2,0,218000,0
9350,5,8,57,23,3,4,3,2,0,179900,0
5001,7,5,15,14,4,3,2,2,0,230000,0
11932,8,5,15,14,4,3,3,3,0,235128,0
9120,6,6,48,48,4,3,4,2,0,185000,0
2280,6,5,44,44,3,3,3,2,0,146000,0
14778,6,7,68,16,4,3,3,2,0,224000,0
8724,5,5,54,54,3,3,3,2,0,129000,0
12900,4,4,53,53,3,3,0,2,0,108959,0
16157,5,7,44,44,3,3,2,2,0,194000,0
9541,7,5,13,13,4,3,3,2,0,233170,0
10475,8,5,14,14,4,3,3,3,0,245350,0
10852,6,5,22,22,3,3,3,2,0,173000,0
13728,6,7,87,36,3,3,4,2,0,235000,0
35760,10,5,27,26,4,4,4,3,0,625000,0
9880,6,6,45,45,3,3,3,1,576,171000,0
9120,6,6,64,64,3,3,3,2,0,163000,0
4017,7,5,16,15,4,3,2,2,0,171900,0
18030,5,6,76,28,3,3,3,0,0,200500,0
16560,6,8,90,72,3,3,4,2,0,239000,0
10678,8,5,30,22,4,3,4,2,0,285000,0
6951,5,5,38,37,3,3,3,1,0,119500,0
3950,6,8,96,18,3,3,3,1,0,115000,1
7681,5,6,101,72,3,3,3,1,0,154900,0
8335,5,5,68,68,3,3,3,0,0,93000,0
11170,7,5,32,31,3,3,4,2,0,250000,0
5587,8,5,14,14,5,3,2,2,0,392500,0
15623,10,5,26,26,4,3,4,3,555,745000,0
10800,5,6,102,72,3,3,2,2,0,120000,0
35133,5,4,59,59,3,3,3,3,0,186700,0
9738,5,7,98,72,3,4,4,1,0,104900,0
10615,3,5,122,52,3,3,3,2,0,95000,1
12461,8,5,28,27,4,3,2,3,0,262000,0
8935,7,5,20,20,4,3,3,2,0,195000,0
7500,7,5,23,23,3,3,3,2,0,189000,0
32463,4,4,61,47,3,4,3,4,0,168000,0
2645,8,5,23,22,4,3,2,2,0,174000,0
9600,5,8,97,28,3,3,3,1,0,125000,0
4500,6,5,23,23,3,3,2,2,0,165000,0
9364,6,7,53,53,3,3,4,1,0,158000,0
8029,6,5,17,17,3,3,3,2,0,176000,0
14054,7,5,16,16,4,3,4,3,0,219210,0
8850,7,6,106,72,3,3,3,1,0,144000,0
9100,7,5,21,21,4,3,3,2,0,178000,0
11235,4,5,59,43,3,3,3,2,0,148000,0
9353,4,5,52,52,3,3,3,1,0,116050,0
10400,7,5,24,24,3,3,3,2,0,197900,0
6000,5,8,97,25,3,3,3,1,0,117000,0
9750,7,5,22,21,4,3,3,2,0,213000,0
10140,5,6,47,47,3,3,3,2,0,153500,0
14684,7,7,32,31,4,3,3,3,0,271900,0
8900,4,4,56,56,3,3,2,1,0,107000,0
9135,6,5,19,19,4,3,3,2,0,200000,0
7763,5,7,60,42,3,4,3,2,0,140000,0
10182,8,5,16,16,4,3,3,2,0,290000,0
11218,6,5,30,30,4,3,3,2,0,189000,0
12134,8,7,34,17,4,3,4,2,0,164000,0
9340,4,6,81,72,3,3,2,1,0,113000,0
10246,4,9,57,21,3,4,0,1,0,145000,0
10205,5,5,60,60,3,3,3,1,0,134500,0
7094,5,5,56,56,3,3,3,1,0,125000,0
8930,6,5,44,44,3,3,4,2,0,112000,0
8640,8,5,13,13,4,3,3,2,0,229456,0
6240,4,5,75,72,3,3,2,0,0,80500,0
1680,6,5,51,51,3,3,3,0,0,91500,0
7800,5,5,58,58,3,3,2,1,0,115000,0
8250,5,5,54,54,3,3,3,1,0,134000,0
10496,6,6,73,72,3,3,3,1,0,143000,1
10680,5,3,71,71,3,3,4,2,0,137900,0
15384,7,5,18,17,4,3,3,2,0,184000,0
10482,6,8,64,64,3,4,3,1,0,145000,0
14598,6,5,15,15,4,3,4,3,0,214000,0
8872,5,8,57,14,3,3,2,2,0,147000,0
8769,9,5,14,14,5,3,1,3,0,367294,0
7910,5,5,62,62,3,3,4,1,0,127000,0
18890,5,5,45,45,3,3,4,2,0,190000,0
7728,5,6,60,60,3,3,3,2,0,132500,0
9842,4,5,60,60,3,3,2,2,0,101800,0
12160,5,5,63,63,3,3,3,2,0,142000,0
8525,5,6,111,72,3,3,4,0,0,130000,0
13132,5,5,108,72,3,3,4,1,0,138887,0
2628,7,5,19,19,4,3,2,2,0,175500,0
12393,7,5,18,17,4,3,4,2,0,195000,0
13072,6,5,17,17,4,3,3,2,0,142500,0
9037,8,5,16,16,4,3,2,2,0,265900,0
8158,7,5,19,19,4,3,3,2,0,224900,0
9849,7,6,15,15,4,3,3,3,0,248328,0
10625,7,6,48,48,3,3,3,2,0,170000,0
13891,10,5,16,16,5,3,2,3,0,465000,0
11435,8,7,93,72,3,3,3,2,0,230000,0
12090,6,7,38,19,3,3,3,2,0,178000,0
8125,7,5,17,16,4,3,3,2,0,186500,0
12328,6,5,46,46,3,3,3,3,0,169900,0
9600,6,5,105,72,3,3,3,2,0,129500,0
7200,5,7,72,72,3,3,3,1,0,119000,0
11160,7,5,54,54,4,3,3,2,0,244000,0
3136,7,5,19,19,4,3,2,2,0,171750,0
9858,5,6,54,54,3,3,3,1,0,130000,0
17542,7,7,48,19,4,3,3,2,0,294000,0
6931,7,5,19,18,4,3,3,2,0,165400,0
6240,6,6,91,72,3,3,3,1,0,127500,0
14303,8,5,28,28,4,3,2,2,0,301500,0
4060,5,8,100,72,3,3,2,0,0,99900,0
9587,7,5,17,17,4,3,2,2,0,190000,0
9750,6,8,53,53,3,3,3,2,0,151000,0
24682,6,5,23,23,3,3,3,2,0,181000,0
9600,5,6,66,66,3,3,2,1,0,128900,0
11250,4,5,65,33,3,3,5,1,0,161500,0
13515,6,6,103,72,3,3,3,2,0,180500,0
4060,6,5,24,23,4,3,2,2,0,181000,0
3735,7,5,23,23,4,3,3,2,0,183900,0
10120,7,4,112,72,2,3,4,1,0,122000,0
13214,9,5,14,13,5,3,3,3,0,378500,0
14100,8,9,87,25,3,4,4,3,0,381000,0
11344,5,5,64,64,3,3,3,1,0,144000,0
23595,7,6,43,43,4,3,0,2,0,260000,0
9156,6,7,54,54,3,3,3,2,0,185750,0
13526,5,6,57,57,3,3,3,1,0,137000,0
11512,6,7,63,16,3,3,2,1,0,177000,0
5362,5,6,112,19,3,3,3,2,0,139000,0
11345,5,5,74,72,3,3,4,2,0,137000,0
12936,6,6,50,50,3,3,3,2,0,162000,0
17871,6,5,55,46,3,3,3,2,0,197900,0
9473,8,5,20,20,4,3,3,2,0,237000,0
7500,4,4,102,72,3,4,2,2,0,68400,0
9808,7,5,20,20,4,3,3,2,0,227000,0
8049,7,5,32,32,3,3,2,2,0,180000,0
8800,5,7,45,14,3,3,3,2,0,150500,0
9400,6,5,51,51,3,3,4,0,0,139000,0
9638,6,7,103,32,3,3,4,1,0,169000,0
6000,6,6,83,72,3,2,4,1,0,132500,0
9790,6,5,59,59,3,3,3,2,0,143000,0
36500,5,5,58,58,3,4,4,2,0,190000,0
5664,8,5,22,22,4,3,2,2,0,278000,0
11065,8,5,16,16,4,3,3,3,0,281000,0
14112,5,7,58,58,3,3,3,2,0,180500,0
1680,5,7,50,50,3,3,3,1,0,119500,0
6600,5,4,130,57,3,3,4,1,0,107500,0
10140,7,5,46,46,3,3,4,2,0,162900,0
8172,5,7,67,32,3,3,2,2,0,115000,0
8400,5,5,54,54,3,3,3,1,0,138500,0
8700,5,6,59,59,3,4,3,2,0,155000,0
3675,6,5,17,16,3,3,2,2,0,140000,0
63887,10,5,14,14,5,3,3,2,480,160000,0
7500,5,7,63,28,3,3,3,1,0,154000,0
10762,7,5,23,23,4,3,3,2,0,225000,0
7500,6,7,80,72,3,3,3,1,0,177500,0
10120,8,5,28,28,4,3,4,3,0,290000,0
8688,7,5,17,17,4,3,3,3,0,232000,0
3363,7,5,18,18,4,3,3,2,0,130000,0
13173,9,5,16,15,4,3,2,2,0,325000,0
6955,7,5,17,16,4,3,2,2,0,202500,0
8072,5,5,28,27,3,4,3,2,0,138000,0
12000,5,7,74,17,3,3,2,2,0,147000,0
7153,6,5,31,31,3,3,3,2,0,179200,0
17500,7,8,63,20,4,4,3,2,0,335000,0
8814,7,5,17,15,4,3,3,2,0,203000,0
9572,8,5,32,32,4,3,4,2,0,302000,0
14774,9,5,23,23,4,3,4,3,0,333168,0
8190,4,6,68,68,3,3,3,1,0,119000,0
11075,6,5,53,53,3,3,4,2,0,206900,0
10226,8,5,14,14,4,3,3,3,0,295493,0
4230,7,5,16,15,4,3,2,2,0,208900,0
14781,8,5,21,20,4,3,3,3,0,275000,0
10215,4,5,68,68,3,3,3,1,0,111000,0
8400,6,3,65,65,3,3,3,2,0,156500,0
6627,3,6,73,72,3,3,2,1,0,72500,0
10186,7,5,30,30,4,3,3,2,0,190000,0
5330,4,7,82,72,2,3,2,0,0,82500,0
9986,8,5,16,15,4,3,2,3,0,147000,0
3636,4,4,100,72,3,3,2,0,0,55000,0
4270,3,6,91,16,3,3,3,0,0,79000,0
6600,5,9,40,14,4,4,3,1,0,130500,0
10440,6,7,102,72,4,4,5,2,0,256000,0
9084,7,5,24,24,3,3,3,2,0,176500,0
10000,8,5,16,16,4,3,3,3,0,227000,0
10780,5,5,46,46,3,3,3,2,0,132500,0
8877,4,6,84,64,3,3,2,1,0,100000,0
7200,5,6,84,27,3,3,2,1,0,125500,0
2368,5,6,52,52,3,3,3,2,0,125000,0
9650,6,5,45,45,3,3,2,2,0,167900,0
9246,5,5,49,49,3,3,4,2,0,135000,0
4118,4,4,81,72,3,3,2,0,0,52500,0
13450,7,5,20,20,4,3,3,2,0,200000,0
9560,5,7,50,50,3,4,3,1,0,128500,0
8294,4,5,51,51,3,3,3,4,0,123000,0
13695,6,5,19,18,3,3,3,2,0,155000,0
9375,8,5,20,20,4,3,3,2,0,228500,0
7558,6,6,94,72,3,3,3,2,0,177000,0
11103,7,5,16,16,4,3,3,2,0,155835,0
6000,4,4,102,72,3,3,2,1,0,108500,0
20781,7,7,54,19,3,3,3,2,0,262500,0
15306,8,5,16,15,4,3,3,3,0,283463,0
16196,7,5,24,24,4,3,3,2,0,215000,0
5250,8,5,150,35,3,4,4,0,0,122000,0
11643,5,5,53,53,3,3,6,4,0,200000,1
9247,6,6,60,60,3,3,4,2,0,171000,0
6000,6,9,85,22,4,3,2,2,0,134900,0
14720,8,5,27,26,4,3,4,3,0,410000,0
10316,7,5,22,22,4,3,3,3,0,235000,0
10192,7,6,54,30,3,3,4,2,0,170000,0
9477,5,5,56,56,3,3,3,1,0,110000,0
12537,5,6,51,14,3,3,3,2,0,149900,0
2117,6,5,22,22,4,3,3,2,0,177500,0
16737,9,5,18,17,4,3,3,3,0,315000,0
9842,5,6,101,24,3,3,4,2,0,189000,0
16158,7,5,17,17,4,3,3,2,0,260000,0
12513,4,4,102,15,3,4,4,1,0,104900,0
8499,6,5,16,15,3,3,3,2,0,156932,0
3180,7,5,17,17,4,3,2,2,0,144152,0
7500,7,5,22,22,4,3,3,2,0,216000,0
9179,7,5,23,23,4,3,3,2,0,193000,0
2665,5,6,45,45,3,3,4,1,0,127000,0
4435,6,5,19,18,4,3,1,2,0,144000,0
10635,8,5,19,19,4,3,3,2,0,232000,0
5400,4,6,102,72,2,3,2,1,0,105000,1
9600,6,6,67,26,3,3,3,1,0,165500,0
9750,7,6,24,24,3,3,3,2,0,274300,0
11400,10,5,21,20,5,3,2,3,0,466500,0
10625,7,5,17,17,4,3,3,3,0,250000,0
10991,8,5,15,15,4,3,3,3,0,239000,0
6292,6,5,92,72,3,3,2,1,0,91000,0
10998,5,5,81,62,3,3,3,2,0,117000,0
1953,6,5,49,49,3,3,2,1,0,83000,0
9735,5,5,16,15,3,3,3,2,0,167500,0
8212,3,3,108,72,3,2,2,1,0,58500,0
12925,6,7,52,52,3,3,4,2,0,237500,0
7200,7,7,102,72,3,3,4,2,0,157000,0
25339,5,7,104,15,3,4,3,2,0,112000,0
9060,6,5,83,72,3,3,2,1,0,105000,0
5436,4,8,100,15,3,4,3,1,0,125500,0
16692,7,5,44,44,3,3,5,2,519,250000,0
8520,6,7,106,72,3,4,5,1,0,136000,1
14892,9,5,16,15,5,3,3,3,0,377500,0
6000,6,6,81,72,3,4,3,2,0,131000,0
9100,7,5,22,22,4,3,3,2,0,235000,0
8944,5,5,55,55,3,3,4,3,0,124000,0
7838,5,5,55,55,3,3,3,1,0,123000,0
10800,6,7,117,22,3,3,3,2,0,163000,0
4045,7,5,16,16,4,3,2,3,0,246578,0
12665,8,5,17,16,4,3,4,3,0,281213,0
57200,5,5,74,72,3,3,3,2,0,160000,0
6120,5,8,102,18,3,3,4,1,0,137500,0
7200,5,4,72,40,3,3,3,1,0,138000,0
6171,6,6,97,32,3,3,3,1,0,137450,0
6000,6,7,93,72,3,3,3,1,0,120000,0
7415,6,5,18,18,3,3,3,2,0,193000,0
6762,7,5,16,16,4,3,2,2,0,193879,0
15256,8,5,15,15,4,3,3,3,0,282922,0
10410,3,4,107,72,3,3,3,3,0,105000,1
3842,8,5,18,17,4,3,2,2,0,275000,0
8445,5,7,50,15,3,3,2,2,0,133000,0
8780,5,5,37,37,3,3,3,0,0,112000,0
7740,4,7,112,72,3,3,3,2,0,125500,0
20544,7,6,36,31,3,4,3,2,0,215000,0
12420,7,5,21,21,4,3,3,2,0,230000,0
9600,6,8,72,17,3,4,3,1,0,140000,0
7200,4,5,73,72,3,3,2,2,0,90000,0
10994,8,5,17,16,4,3,2,2,0,257000,0
13053,6,7,99,22,3,3,4,2,0,207000,0
3635,7,5,15,15,4,3,1,3,0,175900,0
11340,4,6,137,72,3,3,4,2,0,122500,0
16545,8,5,24,24,4,3,3,3,0,340000,0
9204,5,5,59,59,3,3,3,1,0,124000,0
16381,6,5,53,53,4,4,3,2,0,223000,0
11700,6,6,54,54,3,3,3,2,0,179900,0
4043,6,5,45,45,3,3,2,2,0,127500,0
4435,6,5,19,19,4,3,1,2,0,136500,0
19690,6,7,56,56,4,4,4,2,738,274970,0
9503,5,5,64,39,3,3,2,1,0,144000,0
10721,6,6,63,63,4,3,3,2,0,142000,0
10944,7,5,28,28,4,3,3,2,0,271000,0
10930,5,6,77,72,3,3,3,1,0,140000,1
7200,5,7,82,30,3,4,2,1,0,119000,0
12546,6,7,41,41,4,4,3,2,0,182900,0
21930,5,5,17,17,4,3,4,2,0,192140,0
4928,6,6,46,46,3,3,2,2,0,143750,0
10800,4,6,95,15,3,3,4,1,0,64500,0
10261,6,5,22,22,3,3,3,2,0,186500,0
17400,5,5,45,45,3,3,3,2,0,160000,0
8400,6,9,60,17,4,4,3,2,0,174000,0
9000,4,6,51,51,3,3,3,2,0,120500,0
12444,8,5,14,14,5,3,2,3,0,394617,0
7407,6,7,65,26,3,3,2,2,0,149700,1
11584,7,6,43,43,3,3,3,2,0,197000,0
11526,6,7,100,28,3,3,3,2,0,191000,0
4426,6,5,18,18,4,3,1,2,0,149300,0
11003,10,5,14,14,5,3,3,3,0,310000,0
8854,6,6,106,72,3,3,2,1,0,121000,0
8500,7,5,18,18,4,3,3,2,0,179600,0
8400,6,5,56,56,3,3,3,1,0,129000,0
26142,5,7,60,60,3,3,3,1,0,157900,0
10000,8,5,27,26,4,3,3,2,0,240000,0
11767,4,7,112,22,3,3,2,1,0,112000,0
1533,5,7,52,52,3,3,1,0,0,92000,0
9000,5,5,48,48,3,3,4,0,0,136000,0
9262,8,5,14,13,4,3,3,3,0,287090,0
3675,5,5,17,17,3,3,2,2,0,145000,0
17217,5,5,16,16,3,3,3,0,0,84500,0
7500,7,5,18,17,4,3,2,2,0,185000,0
7917,6,5,23,22,3,3,3,2,0,175000,0
13175,6,6,44,34,3,3,3,2,0,210000,0
9042,7,9,81,16,5,4,4,1,0,266500,0
9717,5,6,72,26,3,3,2,1,0,142125,0
9937,5,6,57,57,4,3,3,1,0,147500,0
